ALLSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,T2MDEW,TS,WS10M,PRECTOTCORR,RH2M,SoilMoistureIndex,Date
5.5,0.54,425.34,19.6,27.54,2.45,13.23,69.31,0.04882679630012911,2015-08-19
6.81,0.67,388.8,17.01,28.94,2.58,0.6,58.75,0.002102364035508198,2015-08-20
7.17,0.71,383.26,15.04,29.4,1.68,0.12,52.0,0.00041387270261287047,2015-08-21
6.36,0.63,402.24,16.59,29.1,2.96,0.33,55.5,0.0011517797618816074,2015-08-22
6.38,0.63,402.05,17.15,29.62,3.46,0.08,56.06,0.00027468605487814576,2015-08-23
6.32,0.63,411.46,16.76,31.37,2.74,0.88,53.69,0.0028516602565469493,2015-08-24
6.05,0.61,415.53,17.19,30.72,3.41,3.09,51.62,0.010211375634068027,2015-08-25
5.76,0.59,405.52,18.95,29.58,2.32,18.34,64.44,0.06295932624220511,2015-08-26
6.03,0.61,407.68,17.48,30.34,1.72,0.78,54.44,0.0026124719482682928,2015-08-27
6.38,0.65,398.02,18.88,28.06,2.64,2.74,65.06,0.009912087479470066,2015-08-28
6.69,0.69,389.43,17.72,27.37,2.71,1.5,66.19,0.005557685748411833,2015-08-29
6.87,0.71,365.63,14.68,25.92,2.45,0.01,60.25,3.9117901146439586e-05,2015-08-30
6.99,0.73,358.28,11.48,25.23,2.3,0.0,51.62,0.0,2015-08-31
6.56,0.68,389.94,14.19,28.19,2.27,0.0,51.06,0.0,2015-09-01
5.41,0.56,407.47,16.19,28.62,2.11,1.8,52.94,0.0063917581890534135,2015-09-02
5.86,0.62,407.73,14.43,29.31,3.29,0.49,45.44,0.0016991047403364158,2015-09-03
5.8,0.62,411.15,13.59,29.97,3.21,0.01,41.38,3.391723560013381e-05,2015-09-04
5.04,0.54,418.5,15.26,30.61,2.83,0.15,45.0,0.0004980698473834583,2015-09-05
4.45,0.48,416.09,18.67,27.96,2.89,1.46,65.31,0.005301332615968241,2015-09-06
5.63,0.6,399.35,18.03,26.83,2.3,11.74,66.19,0.044419332734895685,2015-09-07
4.3,0.47,390.67,16.37,24.69,2.5,0.61,66.94,0.0025110111143856312,2015-09-08
6.06,0.66,375.4,15.55,25.34,4.24,1.78,62.94,0.007151089912310297,2015-09-09
6.01,0.66,370.52,12.62,25.37,2.34,0.01,55.81,4.0050440807267286e-05,2015-09-10
6.11,0.67,380.78,14.01,26.05,3.09,0.01,57.06,3.894671834945932e-05,2015-09-11
6.2,0.69,384.05,17.15,26.85,3.72,0.01,66.44,3.7770746394930155e-05,2015-09-12
5.5,0.62,393.89,17.38,27.15,2.93,2.53,64.75,0.009459167532699425,2015-09-13
5.71,0.64,397.15,14.99,28.7,2.73,0.03,51.12,0.00010620493760253339,2015-09-14
5.77,0.65,397.24,16.07,27.7,2.68,0.14,57.0,0.0005136746770423965,2015-09-15
6.02,0.69,381.3,15.33,27.12,3.0,0.02,57.31,7.500573154569538e-05,2015-09-16
5.8,0.66,387.8,14.77,27.97,3.34,0.05,54.31,0.0001818722739880739,2015-09-17
5.88,0.68,389.16,14.73,27.48,3.54,0.02,54.88,7.395048641050735e-05,2015-09-18
5.61,0.65,392.7,14.87,27.61,2.78,0.01,53.19,3.676510608844384e-05,2015-09-19
5.31,0.62,369.3,12.96,25.71,5.38,0.09,54.56,0.0003554120764581519,2015-09-20
5.95,0.7,348.68,10.82,22.91,4.29,0.07,56.06,0.0003103603608142496,2015-09-21
5.99,0.71,351.84,7.34,22.75,3.32,0.0,46.69,0.0,2015-09-22
5.53,0.66,371.29,8.19,25.48,3.03,0.01,35.56,3.9958063901013833e-05,2015-09-23
4.98,0.59,366.48,12.85,23.92,5.27,0.78,58.44,0.003315871833982625,2015-09-24
4.25,0.52,359.51,10.1,21.56,3.3,1.7,54.88,0.008011346483654305,2015-09-25
5.22,0.63,351.05,9.87,22.37,2.4,0.01,53.12,4.5430914262829354e-05,2015-09-26
4.65,0.57,366.54,10.67,22.87,2.14,0.1,54.94,0.000444032887563167,2015-09-27
4.6,0.57,372.98,11.78,23.03,1.75,1.26,58.31,0.005552224167967727,2015-09-28
5.03,0.62,365.39,12.94,23.04,2.21,0.26,62.31,0.001145258760866287,2015-09-29
4.19,0.52,371.1,14.86,22.8,3.46,3.17,69.62,0.014112510294319118,2015-09-30
5.1,0.64,366.02,12.57,23.56,2.47,2.07,60.25,0.008921370580163693,2015-10-01
5.69,0.73,337.1,9.82,21.17,3.61,0.06,58.19,0.00028731060462697006,2015-10-02
5.55,0.71,343.24,12.2,21.66,2.27,0.01,66.31,4.6760999712411045e-05,2015-10-03
4.31,0.55,369.98,14.83,22.37,3.45,0.07,67.88,0.0003168404929376556,2015-10-04
5.11,0.66,379.76,11.92,26.11,3.36,0.0,43.94,0.0,2015-10-05
3.73,0.49,401.23,11.69,27.08,4.48,0.01,41.0,3.7503986466055126e-05,2015-10-06
3.72,0.49,396.69,13.01,26.04,2.84,0.44,48.94,0.0017175875668657622,2015-10-07
4.44,0.59,378.48,15.05,23.73,3.37,0.59,67.88,0.0025273271599336113,2015-10-08
1.89,0.26,381.05,16.59,22.36,3.09,0.81,74.75,0.003691859619100382,2015-10-09
4.81,0.66,344.23,10.08,21.16,5.09,0.08,56.75,0.00038570727150320056,2015-10-10
5.0,0.69,334.25,9.07,20.07,3.81,0.02,56.94,0.00010143701609290611,2015-10-11
4.75,0.66,350.66,6.23,21.37,3.92,0.0,39.38,0.0,2015-10-12
4.7,0.66,355.32,7.88,23.01,3.87,0.0,40.81,0.0,2015-10-13
4.62,0.65,359.59,10.73,23.27,3.38,0.06,53.5,0.000262763037586133,2015-10-14
3.82,0.54,371.45,14.06,22.09,3.84,4.19,67.56,0.019304771249687977,2015-10-15
4.66,0.66,352.3,13.81,21.69,2.8,0.66,70.81,0.003090529374896706,2015-10-16
4.31,0.62,357.06,13.28,21.62,2.52,0.04,67.5,0.00018780473248879452,2015-10-17
4.47,0.65,358.12,10.78,23.09,2.83,0.0,51.38,0.0,2015-10-18
4.25,0.62,364.96,10.21,22.73,4.81,0.16,47.12,0.0007160849680250418,2015-10-19
2.53,0.38,389.55,14.12,22.53,3.82,1.44,59.56,0.006511415977904756,2015-10-20
2.76,0.41,375.46,11.73,20.4,5.72,0.14,58.0,0.0006996247938863728,2015-10-21
3.14,0.48,341.52,8.77,16.28,7.38,1.8,65.12,0.011249987023850574,2015-10-22
3.19,0.48,340.38,8.19,16.1,5.93,0.09,64.38,0.0005677311541308667,2015-10-23
4.47,0.69,316.54,8.87,16.0,2.94,0.03,69.31,0.00019019122732917706,2015-10-24
4.07,0.62,338.41,8.51,17.63,2.87,0.0,59.75,0.0,2015-10-25
3.49,0.55,349.66,8.36,18.7,4.45,0.04,54.56,0.00021702978252386026,2015-10-26
4.18,0.66,361.66,9.37,19.58,3.54,0.09,53.88,0.00046670661318705685,2015-10-27
4.13,0.66,356.09,10.3,21.49,1.66,0.3,51.75,0.0014174944252376006,2015-10-28
3.04,0.48,368.91,12.31,20.14,2.39,1.04,66.0,0.0052414775451789354,2015-10-29
3.32,0.54,339.88,9.05,17.64,4.28,0.29,63.5,0.0016688758233494557,2015-10-30
3.25,0.53,344.16,9.47,15.05,4.98,0.9,73.62,0.006072150537878279,2015-10-31
4.1,0.68,334.0,11.08,16.99,4.48,0.64,74.44,0.0038205960606041947,2015-11-01
3.95,0.66,332.18,10.36,16.98,2.27,0.02,73.06,0.00011921891179672274,2015-11-02
3.67,0.62,345.55,12.37,17.01,1.94,0.07,76.56,0.00041618930791996906,2015-11-03
2.84,0.48,362.46,14.2,18.22,2.77,1.91,80.0,0.010615987937634637,2015-11-04
3.08,0.52,360.52,14.08,17.02,2.55,3.83,82.88,0.02280247747047378,2015-11-05
3.66,0.63,335.72,10.29,16.83,3.71,0.06,71.75,0.0003608259242610588,2015-11-06
3.64,0.63,327.96,10.72,15.56,4.75,0.15,77.81,0.0009748424743406728,2015-11-07
3.76,0.66,322.53,9.78,15.15,3.28,0.1,74.06,0.0006662237218416668,2015-11-08
4.07,0.72,311.05,6.94,14.95,2.38,0.0,61.88,0.0,2015-11-09
4.0,0.71,304.92,4.92,14.47,2.16,0.0,53.31,0.0,2015-11-10
3.07,0.55,330.6,7.92,14.43,1.91,0.0,67.25,0.0,2015-11-11
3.39,0.62,322.93,9.06,14.67,1.62,0.01,69.81,6.89569679141545e-05,2015-11-12
3.6,0.66,316.71,9.87,14.8,2.01,0.02,74.31,0.00013658377629750703,2015-11-13
2.95,0.55,330.77,10.73,16.31,3.78,0.06,74.88,0.00037183503636349874,2015-11-14
3.56,0.66,308.95,8.5,13.94,4.22,0.01,74.0,7.260521646716426e-05,2015-11-15
3.79,0.71,296.05,5.15,13.45,2.29,0.0,61.69,0.0,2015-11-16
2.87,0.54,327.52,5.7,13.74,2.02,0.01,61.5,7.371493841126808e-05,2015-11-17
3.48,0.66,307.34,8.15,13.23,3.3,0.04,74.94,0.0003059125693561424,2015-11-18
2.62,0.5,333.84,9.47,13.9,3.92,0.3,78.44,0.002182413437803083,2015-11-19
2.92,0.56,323.8,9.79,14.18,4.66,0.15,77.0,0.0010702068991444897,2015-11-20
3.43,0.67,306.9,3.46,14.26,6.79,0.02,51.06,0.00014283245686662726,2015-11-21
1.5,0.3,346.19,5.77,11.11,3.28,4.78,71.44,0.04387494755424686,2015-11-22
3.1,0.62,312.73,4.89,10.3,2.3,0.07,69.56,0.0006914324761966018,2015-11-23
1.18,0.23,329.62,5.87,9.77,5.05,6.98,78.38,0.072633232406795,2015-11-24
3.0,0.6,307.53,3.48,10.12,7.31,0.91,64.81,0.009140460388851477,2015-11-25
2.12,0.43,316.36,3.39,10.58,8.1,0.97,61.44,0.009360223299885603,2015-11-26
3.04,0.62,297.82,2.26,7.98,6.1,0.06,68.69,0.0007661082198676903,2015-11-27
3.07,0.62,284.65,1.69,7.25,3.71,0.03,68.56,0.00041960286336280864,2015-11-28
3.35,0.69,287.7,4.56,9.28,4.98,0.09,74.06,0.0009796238244514106,2015-11-29
3.34,0.7,286.57,5.82,9.43,4.7,0.1,79.44,0.0010684893358640052,2015-11-30
3.39,0.7,277.06,2.06,9.87,2.88,0.01,60.88,0.00010217386634241969,2015-12-01
3.54,0.74,270.26,-3.11,9.65,2.48,0.0,36.06,0.0,2015-12-02
2.98,0.62,278.79,-1.96,9.13,1.81,0.0,40.88,0.0,2015-12-03
2.86,0.61,304.61,0.65,9.49,2.12,0.0,53.38,0.0,2015-12-04
2.23,0.48,317.93,8.26,10.05,2.95,0.07,87.56,0.0007020859755411227,2015-12-05
1.79,0.38,333.5,8.77,11.98,2.32,0.33,79.25,0.002777601510658708,2015-12-06
3.09,0.66,298.07,7.31,10.81,2.65,0.0,76.81,0.0,2015-12-07
3.13,0.67,288.41,6.37,10.15,3.22,0.0,77.38,0.0,2015-12-08
3.18,0.69,280.41,3.05,10.12,2.32,0.0,61.56,0.0,2015-12-09
3.05,0.66,283.84,5.07,10.43,2.5,0.0,71.75,0.0,2015-12-10
3.32,0.73,265.41,2.81,8.28,3.52,0.01,69.06,0.00012174469536590023,2015-12-11
3.33,0.73,257.01,-0.05,7.01,3.2,0.0,60.12,0.0,2015-12-12
3.06,0.67,256.6,-1.0,6.4,4.88,0.0,58.44,0.0,2015-12-13
3.04,0.66,279.34,2.59,9.0,2.82,0.0,62.56,0.0,2015-12-14
2.62,0.58,295.72,5.5,9.05,3.32,0.03,78.25,0.00033484011384563863,2015-12-15
3.02,0.66,295.99,4.58,9.48,3.24,0.0,71.31,0.0,2015-12-16
1.83,0.41,322.66,7.3,10.3,3.48,0.02,80.31,0.0001960861079810796,2015-12-17
3.05,0.67,292.13,6.08,9.54,1.91,0.01,79.44,0.0001058320287937426,2015-12-18
3.09,0.68,289.48,2.78,10.01,2.97,0.0,61.19,0.0,2015-12-19
2.98,0.66,294.83,4.4,11.83,2.71,0.0,62.5,0.0,2015-12-20
2.75,0.61,294.95,7.45,10.66,2.58,0.04,82.44,0.0003786964838382028,2015-12-21
2.21,0.49,316.55,9.25,11.25,2.64,0.24,87.25,0.002148207458803437,2015-12-22
3.08,0.68,292.19,7.66,11.28,3.45,0.11,79.75,0.0009824747189644551,2015-12-23
2.37,0.52,300.02,3.94,9.62,4.16,0.0,68.69,0.0,2015-12-24
2.48,0.55,292.91,2.57,9.55,2.88,0.0,61.31,0.0,2015-12-25
2.66,0.59,286.76,3.92,8.51,1.55,0.01,66.62,0.00011855071029502193,2015-12-26
3.04,0.67,288.11,3.2,8.2,2.72,0.03,71.12,0.0003689473393169569,2015-12-27
3.09,0.68,276.57,4.41,8.72,2.37,0.01,76.69,0.00011566627677812199,2015-12-28
3.09,0.68,275.7,1.62,8.69,2.18,0.0,63.75,0.0,2015-12-29
1.55,0.34,323.67,5.53,10.62,2.58,0.23,70.62,0.002189612645262042,2015-12-30
2.85,0.62,304.59,6.38,10.02,3.03,0.22,78.06,0.0022210750323966295,2015-12-31
2.85,0.62,310.29,4.78,10.67,3.24,0.0,68.69,0.0,2016-01-01
3.21,0.7,291.9,2.15,11.6,5.65,0.0,54.81,0.0,2016-01-02
2.49,0.54,305.23,4.43,10.99,4.52,0.03,62.88,0.0002772217232833442,2016-01-03
2.54,0.55,326.42,7.95,13.6,4.79,0.0,71.88,0.0,2016-01-04
3.12,0.67,312.49,6.91,14.88,6.03,0.0,61.44,0.0,2016-01-05
1.61,0.34,317.76,5.57,10.01,4.57,1.85,73.5,0.018840065486312278,2016-01-06
2.59,0.55,293.01,2.36,8.46,5.21,0.0,66.62,0.0,2016-01-07
3.47,0.73,290.91,1.93,11.11,4.55,0.0,55.69,0.0,2016-01-08
2.19,0.46,324.41,1.35,13.2,4.78,0.8,44.62,0.006160921642415827,2016-01-09
3.34,0.7,294.48,4.39,13.0,3.88,0.0,57.06,0.0,2016-01-10
3.35,0.7,297.53,1.58,12.28,6.14,0.0,47.44,0.0,2016-01-11
3.16,0.66,309.63,6.62,13.73,3.43,0.04,62.62,0.00029569701421262135,2016-01-12
3.36,0.69,286.58,3.72,9.83,2.79,0.15,67.31,0.0015441931350938867,2016-01-13
3.41,0.7,280.66,4.05,9.46,4.5,0.0,69.06,0.0,2016-01-14
2.32,0.47,328.8,3.76,12.34,4.07,0.61,57.88,0.00502691380151355,2016-01-15
2.87,0.58,296.6,0.53,6.73,9.34,8.48,67.31,0.12823443096431603,2016-01-16
2.61,0.52,294.47,-0.09,5.87,9.41,0.92,67.25,0.015906054843618473,2016-01-17
3.14,0.62,285.45,-1.3,6.24,4.62,0.06,63.81,0.0009754901930480735,2016-01-18
2.84,0.56,281.19,-1.91,7.58,5.04,0.13,52.56,0.0017436973404455264,2016-01-19
3.35,0.66,279.54,1.91,6.58,3.42,0.06,73.75,0.0009249897268828275,2016-01-20
3.26,0.63,293.61,2.24,8.66,2.46,0.05,66.75,0.0005855940302907157,2016-01-21
3.08,0.59,302.6,4.66,8.73,3.68,0.43,78.69,0.004977582988049979,2016-01-22
2.7,0.52,299.85,4.86,8.36,3.3,0.09,78.06,0.0010849965862684214,2016-01-23
2.45,0.47,297.42,5.3,8.83,3.96,0.34,79.19,0.003879914405305346,2016-01-24
3.88,0.73,270.05,3.04,8.58,2.41,0.01,72.06,0.0001174044066075174,2016-01-25
3.9,0.73,269.8,-1.27,9.15,2.37,0.0,47.81,0.0,2016-01-26
3.83,0.71,278.95,-2.22,9.27,2.44,0.0,41.56,0.0,2016-01-27
2.68,0.49,290.7,-0.05,8.29,2.34,0.0,49.12,0.0,2016-01-28
3.92,0.71,276.48,-0.66,9.07,1.89,0.0,44.25,0.0,2016-01-29
3.37,0.61,295.17,2.16,10.78,2.34,0.07,53.81,0.0006554417889314401,2016-01-30
3.74,0.66,288.05,2.6,10.56,2.82,0.0,59.88,0.0,2016-01-31
3.88,0.69,299.46,6.05,11.17,3.59,0.0,75.0,0.0,2016-02-01
4.15,0.73,285.83,4.95,11.86,2.63,0.01,69.31,8.514266179935175e-05,2016-02-02
4.12,0.72,291.18,3.15,12.27,3.24,0.01,56.38,8.252092009564972e-05,2016-02-03
3.75,0.65,295.65,2.3,8.92,6.81,0.03,67.81,0.0003399108710534875,2016-02-04
4.18,0.71,277.01,2.16,7.55,3.12,0.02,68.69,0.00026745365687213363,2016-02-05
3.88,0.66,280.34,-1.96,7.26,4.18,0.0,49.69,0.0,2016-02-06
3.37,0.56,299.43,-1.52,10.1,6.96,3.52,46.31,0.0353353590581859,2016-02-07
4.21,0.7,281.6,2.35,8.38,4.71,0.1,69.44,0.0012083336479394025,2016-02-08
4.31,0.71,288.88,1.12,10.14,6.23,0.0,57.81,0.0,2016-02-09
2.93,0.48,325.99,4.07,12.92,5.52,0.01,55.12,7.864799831933956e-05,2016-02-10
3.9,0.63,327.15,7.02,14.69,3.58,0.04,61.81,0.0002768726462838952,2016-02-11
4.1,0.66,326.02,6.39,15.98,4.23,0.19,58.0,0.001209729476186883,2016-02-12
2.32,0.37,355.66,8.19,16.14,4.29,0.44,60.06,0.0027780240585184523,2016-02-13
3.14,0.49,354.64,7.83,15.95,6.46,0.96,62.25,0.006150292941598493,2016-02-14
4.62,0.72,298.96,2.29,11.23,6.0,0.79,62.0,0.007188030623332878,2016-02-15
4.55,0.7,290.96,-1.13,10.54,3.7,0.01,51.0,9.653689054832773e-05,2016-02-16
3.1,0.48,308.76,3.1,9.16,6.09,2.94,71.38,0.032575191157390194,2016-02-17
4.86,0.73,277.46,-1.62,9.26,5.29,0.04,55.06,0.00043816553452366206,2016-02-18
4.86,0.73,275.5,-2.6,9.85,2.43,0.0,45.0,0.0,2016-02-19
4.89,0.73,270.55,0.48,9.43,3.07,0.01,55.06,0.00010711569566288549,2016-02-20
4.14,0.61,300.23,1.63,12.06,2.48,0.3,53.19,0.0025115362057022495,2016-02-21
2.69,0.39,333.4,2.76,13.88,3.62,0.0,44.06,0.0,2016-02-22
2.38,0.34,344.14,3.15,14.08,6.53,0.03,49.44,0.00021633796132108362,2016-02-23
5.01,0.72,281.77,2.4,12.06,4.12,0.02,58.5,0.000168217779837857,2016-02-24
5.11,0.73,284.12,-0.31,12.04,5.6,0.0,47.19,0.0,2016-02-25
4.67,0.66,296.23,1.99,11.9,3.84,0.04,59.75,0.0003418748637847494,2016-02-26
3.79,0.53,305.99,-2.99,11.93,6.2,0.0,38.62,0.0,2016-02-27
3.6,0.5,309.06,-2.19,10.6,6.3,0.09,43.44,0.0008701067857094514,2016-02-28
5.18,0.71,275.96,-1.93,9.48,5.23,0.0,48.38,0.0,2016-02-29
3.98,0.54,296.57,-0.0,9.41,6.38,0.11,56.75,0.0011865414609651573,2016-03-01
5.01,0.67,288.63,2.31,11.02,4.95,0.15,60.25,0.0013816940731877511,2016-03-02
3.92,0.52,299.76,1.82,10.65,5.01,0.16,56.81,0.0015292701693781225,2016-03-03
5.74,0.76,277.53,-0.13,10.9,3.05,0.05,57.38,0.00046681508085625315,2016-03-04
5.17,0.68,300.16,-0.58,13.31,5.08,0.01,42.88,7.66647756022018e-05,2016-03-05
4.19,0.55,326.81,3.19,12.77,3.96,0.7,63.06,0.005599300044164113,2016-03-06
5.66,0.73,279.09,-1.7,10.24,3.41,0.05,53.0,0.0004980128818008366,2016-03-07
4.13,0.53,309.74,-2.63,9.56,3.99,0.97,46.31,0.010343825030950047,2016-03-08
5.06,0.64,298.0,-1.06,9.42,5.44,0.23,55.0,0.002486657041915686,2016-03-09
2.89,0.37,319.8,-0.42,8.8,5.0,2.88,55.88,0.033454446330406874,2016-03-10
2.44,0.3,314.98,2.94,7.7,4.91,9.74,74.0,0.1292905809000331,2016-03-11
3.77,0.47,323.27,4.93,10.18,5.51,2.35,75.19,0.02352377087773406,2016-03-12
3.92,0.48,319.4,4.48,10.71,6.2,1.34,70.94,0.012724684018391115,2016-03-13
5.25,0.64,299.1,2.09,11.16,3.58,0.08,62.25,0.0007278091983862276,2016-03-14
5.76,0.7,297.94,-1.06,12.79,4.34,0.0,43.56,0.0,2016-03-15
4.87,0.59,317.12,3.01,14.14,3.22,0.01,57.69,7.192539732576624e-05,2016-03-16
3.7,0.45,334.5,4.74,12.31,2.38,1.79,65.12,0.014764933605485323,2016-03-17
5.94,0.7,294.75,2.84,13.38,2.85,0.13,60.62,0.000986408040651625,2016-03-18
5.91,0.7,307.37,3.87,14.36,3.43,0.18,56.88,0.0012728492626282145,2016-03-19
5.9,0.69,310.31,1.18,16.36,4.29,0.0,42.56,0.0,2016-03-20
5.5,0.64,327.38,0.09,16.54,4.41,0.0,38.5,0.0,2016-03-21
3.37,0.39,363.89,1.22,16.1,8.05,0.11,39.12,0.000701052797234695,2016-03-22
4.81,0.55,328.39,4.24,13.91,6.85,1.94,56.38,0.014282080569796355,2016-03-23
5.61,0.64,303.07,2.44,13.16,5.4,0.16,57.38,0.0012399079628067039,2016-03-24
5.96,0.67,298.19,2.52,11.55,6.45,0.09,62.12,0.000790689894611882,2016-03-25
4.92,0.55,316.23,3.02,13.8,4.05,0.0,56.5,0.0,2016-03-26
6.58,0.73,310.32,4.8,16.84,2.78,0.0,54.81,0.0,2016-03-27
6.57,0.73,313.69,2.76,18.73,3.2,0.0,43.19,0.0,2016-03-28
6.55,0.72,322.98,4.05,18.37,3.18,0.0,49.69,0.0,2016-03-29
6.74,0.73,311.62,-2.45,19.81,4.07,0.0,25.38,0.0,2016-03-30
4.96,0.54,341.57,-1.03,16.17,4.04,0.0,31.19,0.0,2016-03-31
2.55,0.27,362.58,4.23,16.48,3.54,4.77,49.69,0.02950723363535678,2016-04-01
1.81,0.2,374.95,9.42,16.34,6.17,4.45,67.0,0.027818554289184474,2016-04-02
5.9,0.63,338.39,7.77,16.96,5.02,0.18,63.19,0.001078943560474676,2016-04-03
5.81,0.62,328.4,5.08,17.98,2.77,0.05,51.94,0.00028283585087865106,2016-04-04
5.7,0.6,338.59,9.62,18.61,3.88,0.18,67.25,0.000987938871094942,2016-04-05
3.35,0.35,363.15,11.06,16.3,6.74,0.59,76.5,0.003704511488441009,2016-04-06
2.21,0.23,353.61,10.05,14.08,5.73,23.47,79.88,0.17067966262747533,2016-04-07
5.95,0.62,339.16,5.98,16.26,5.38,0.2,58.06,0.0012547880028510572,2016-04-08
6.23,0.64,325.47,3.48,14.62,5.07,0.33,54.38,0.002300493875227279,2016-04-09
7.47,0.77,297.4,1.3,15.36,3.16,0.0,48.44,0.0,2016-04-10
7.02,0.72,319.29,0.09,18.8,4.62,0.0,32.25,0.0,2016-04-11
6.97,0.71,334.29,0.95,21.26,4.98,0.0,30.62,0.0,2016-04-12
6.67,0.67,339.77,3.85,21.7,5.2,0.0,37.44,0.0,2016-04-13
7.56,0.76,312.11,4.98,20.03,4.61,0.0,46.0,0.0,2016-04-14
7.41,0.74,321.77,5.89,20.44,3.02,0.0,49.12,0.0,2016-04-15
7.13,0.71,332.76,2.71,21.23,3.77,0.0,35.5,0.0,2016-04-16
6.63,0.66,344.81,8.55,21.4,4.12,0.0,52.19,0.0,2016-04-17
6.55,0.65,346.13,8.23,21.19,6.49,0.0,51.25,0.0,2016-04-18
6.83,0.67,338.12,6.78,21.09,6.1,0.0,46.19,0.0,2016-04-19
7.34,0.72,327.58,4.8,20.25,4.34,0.0,44.69,0.0,2016-04-20
6.02,0.59,342.48,8.48,19.1,4.37,0.02,61.25,0.00010618768511974302,2016-04-21
4.92,0.48,344.59,6.67,17.93,4.05,0.01,57.25,5.661375232024174e-05,2016-04-22
6.09,0.59,361.49,7.48,22.16,2.69,0.01,45.94,4.592314423585884e-05,2016-04-23
4.97,0.48,365.31,9.46,19.53,2.75,0.3,58.31,0.0015649236429232183,2016-04-24
6.39,0.61,329.55,4.9,17.81,5.24,0.02,52.62,0.000114249691262132,2016-04-25
7.49,0.72,322.59,4.94,18.08,3.7,0.0,51.75,0.0,2016-04-26
6.88,0.66,348.52,6.77,23.33,2.88,0.0,46.19,0.0,2016-04-27
6.77,0.64,358.8,7.95,23.48,5.19,0.0,46.31,0.0,2016-04-28
6.68,0.63,353.7,10.55,23.2,5.59,0.04,54.75,0.0001753763702407457,2016-04-29
6.5,0.61,359.98,9.15,22.88,4.2,0.02,50.06,8.890079704426004e-05,2016-04-30
4.36,0.41,359.98,7.23,19.12,7.23,2.63,55.69,0.013987967787320893,2016-05-01
6.03,0.56,322.81,3.06,15.58,6.62,0.48,51.94,0.003129443256741372,2016-05-02
7.8,0.73,315.08,4.19,17.91,6.62,0.01,48.31,5.663613693033376e-05,2016-05-03
8.35,0.77,302.57,-0.32,20.75,4.0,0.0,33.25,0.0,2016-05-04
6.4,0.59,345.66,5.87,21.28,3.3,1.21,45.62,0.005779311032071825,2016-05-05
5.67,0.52,371.54,8.83,21.99,3.9,0.19,49.0,0.0008796496296687128,2016-05-06
1.91,0.18,369.3,13.87,18.18,4.85,29.78,82.06,0.1672364567175256,2016-05-07
5.0,0.46,366.43,11.3,20.66,3.27,0.44,67.81,0.0021688963392157935,2016-05-08
6.39,0.59,364.52,12.12,21.55,4.62,0.07,66.81,0.0003303561868818721,2016-05-09
5.26,0.48,410.26,12.39,25.08,4.49,0.02,54.25,8.120333437977928e-05,2016-05-10
5.64,0.52,423.41,13.57,26.99,8.08,0.68,46.44,0.00257207446957784,2016-05-11
6.9,0.62,377.97,7.9,23.83,4.82,0.51,45.94,0.0021840636103056107,2016-05-12
6.47,0.59,358.66,9.66,22.26,3.08,1.0,57.38,0.00457642600050948,2016-05-13
6.55,0.59,357.34,8.44,21.33,3.05,0.35,56.0,0.0016690765662855777,2016-05-14
8.3,0.75,330.45,5.29,21.77,2.23,0.0,44.94,0.0,2016-05-15
6.87,0.62,356.68,7.74,22.83,2.1,0.11,49.12,0.0004886875806000314,2016-05-16
7.52,0.67,350.02,9.05,23.01,3.39,0.01,52.06,4.410811492809902e-05,2016-05-17
3.89,0.35,369.66,9.23,20.7,2.34,0.09,54.25,0.00044181939192006685,2016-05-18
4.32,0.38,375.88,11.28,22.35,5.76,2.59,54.94,0.011792370642507072,2016-05-19
8.31,0.74,322.5,6.43,19.47,8.26,0.01,51.0,5.218424429366049e-05,2016-05-20
8.46,0.75,315.74,5.23,21.53,3.67,0.0,48.12,0.0,2016-05-21
8.2,0.73,345.76,6.37,23.73,4.59,0.0,43.19,0.0,2016-05-22
8.01,0.71,354.7,6.06,27.44,4.39,0.0,32.44,0.0,2016-05-23
7.88,0.7,352.64,7.52,24.73,3.17,0.0,44.0,0.0,2016-05-24
7.38,0.65,378.09,7.11,27.17,5.27,0.0,37.06,0.0,2016-05-25
7.88,0.7,378.46,4.63,30.4,4.28,0.0,23.69,0.0,2016-05-26
7.05,0.62,401.68,5.48,31.94,2.58,0.0,21.81,0.0,2016-05-27
6.45,0.57,417.94,8.98,32.64,3.81,0.0,27.56,0.0,2016-05-28
6.87,0.6,400.21,12.03,30.93,4.6,0.0,38.69,0.0,2016-05-29
7.79,0.68,366.26,7.22,27.58,3.72,0.0,37.19,0.0,2016-05-30
3.69,0.32,379.78,10.1,22.61,3.28,2.3,49.81,0.010333926900787513,2016-05-31
3.66,0.32,395.42,12.62,23.73,4.41,2.41,59.19,0.010316562357454111,2016-06-01
7.74,0.68,358.33,11.29,26.16,3.09,0.0,51.31,0.0,2016-06-02
7.46,0.65,370.1,10.49,26.79,3.5,0.0,45.06,0.0,2016-06-03
6.64,0.58,385.29,11.76,28.0,4.43,0.15,44.69,0.0005451733265714098,2016-06-04
7.26,0.63,367.37,10.9,25.48,7.26,0.0,47.69,0.0,2016-06-05
7.89,0.69,362.45,10.06,26.51,4.78,0.0,46.06,0.0,2016-06-06
7.53,0.66,383.59,9.26,29.8,1.52,0.01,35.75,3.404395304597304e-05,2016-06-07
